Lieux																						Périodes				Personnes		Zones		Notions		Chapitres		Types de lieux		Intro		Crédits
ID (ne pas modifier)	Relu 	 Relu Guillaume	Edité, prêt à publier (ok pour publier)	Nom	Adresse	Ville	 Arrondissement	Latitude	Longitude	Existe ou non	Texte	Sources	Périodes	Illustration	Credit illustration	Type de lieu (voir onglet "Types")	Auteur	Angle	Introduction lien article long	Lien article long	Tags CHAPITRES	Identifiant	Nom	Début	Fin	Identifiant	Nom	Identifiant	Nom	Identifiant	Nom	Identifiant	Nom	Identifiant	Nom	Type de paragraphe (paragraph ou annotation)	Contenu (html possible)	Ligne de crédits (html possible)
52	oui	OK	ok	Demeure du socialiste Jules Guesde	35, rue Singer	Paris	16	48.856876	2.275261	oui	Né en&nbsp;1845, l’un des plus importants leaders du mouvement ouvrier français passe son enfance dans le cossu quartier de Passy. Souvent opposé à <span data-person="jean-jaures">Jean Jaurès</span> dans son approche du socialisme, il est réputé pour avoir <span data-source="1">introduit le marxisme en France</span>, notamment par le biais du <span data-link="60">journal <i>l'Egalité</i></span> et d'avoir créé, sur ces bases marxistes, le premier parti ouvrier de l'histoire –&nbsp;même si Marx aurait déclaré après l’avoir rencontré en&nbsp;1882&nbsp;: <i>«Ce que je sais, c’est que je ne suis pas marxiste&nbsp;!»</i> En&nbsp;1905, il participe avec Jean Jaurès au <span data-link="38">congrès d’unification qui donne naissance à la&nbsp;SFIO dans la salle du Globe</span>. Les idées de Jules Guesde reculent par la suite dans le mouvement socialiste français et le nom du théoricien devient synonyme de repoussoir pour une partie de la gauche à partir des années&nbsp;1960. Pourtant, <i>«sans lui, et surtout sans la dynamique sociale et politique d’un courant qu’il a incarné pendant plusieurs décennies, la gauche française, et peut-être même internationale, n’aurait vraisemblablement pas connu la même trajectoire»,</i> <span data-source="2">explique Jean-Numa Ducange dans son ouvrage référence sur Jules Guesde</span>. Il passe les dernières années de sa vie à Passy, rue Singer, avant de s’éteindre dans une clinique à Saint-Mandé en&nbsp;1922.	<span class="source">Jean-Numa Ducange, Jules Guesde, l’anti-Jaurès ?, Armand Colin, p.51»</span>  <span class="source">Ibid, p.206</span>	1845 - 1922			quotidien	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>		Lire l'interview de Jean-Numa Ducange, auteur d'une biographie de référence sur Jules Guesde :																			
53	oui	OK	ok	Massacre du métro Charonne en 1962	186, boulevard Voltaire	Paris	11	48.854485	2.385382	oui	Le 8&nbsp;février&nbsp;1962 est organisée malgré l’interdiction une manifestation syndicale qui condamne des attentats perpétrés par l’OAS, organisation terroriste en faveur du maintien de l’Algérie dans le giron français. <i>«Une fois de plus la preuve est faite que les antifascistes ne peuvent compter que leurs forces, sur leur union, sur leur action»,</i> peut-on lire dans <span data-source="1">un communiqué de plusieurs syndicats publié dans <i>l’Humanité</i> le&nbsp;8&nbsp;février</span>. Les cortèges sont nombreux et éclatés dans Paris. 4&nbsp;000&nbsp;personnes se trouvent au niveau du boulevard Voltaire et de la rue de Charonne en fin de journée. Alors que la manifestation amorce sa dispersion et que, <span data-source="2">selon l’aveu même d’un policier</span>, aucun projectile n’est lancé sur les forces de l’ordre, ces dernières chargent le cortège. Des manifestants tentent de fuir par la bouche du métro Charonne située au niveau du 186&nbsp;boulevard Voltaire. Une centaine se retrouvent pris au piège dans les marches, certains sont piétinés, d’autres succombent asphyxiés. Des policiers poussaient des manifestants sur eux et en frappaient d’autres, avec leur matraque mais aussi divers projectiles, y compris des grilles d’arbre métalliques. Les agressions policières se poursuivirent même lors de l’évacuation des manifestants écrasés, qui fut empêchée pendant quinze&nbsp;minutes par les forces de l’ordre. <i>«La fermeture des grilles a été souvent considérée comme une des causes de l'écrasement des victimes. […] On conçoit que la déduction exonératrice de cette version ait été extrêmement utile&nbsp;: puisque ces manifestants se sont étouffés sur des grilles, ce sont les grilles qui ont tué et non les policiers. Les grilles de la station de métro Charonne étaient ouvertes. […] La seule condition matérielle à prendre en compte est l'empilement des corps chutant dans l'escalier sous le choc de la charge policière et interdits d'en sortir par les coups des policiers»,</i> <span data-source="3">explique Alain Dewerpe dans son remarquable ouvrage <i>Charonne, 8&nbsp;février&nbsp;1862, anthropologie d'un massacre d'Etat</i></span>. Neuf personnes périrent, <span data-source="4">toutes militantes de la&nbsp;CGT et/ou communistes</span>.	<span class="source">Jean-Paul Brunet, Charonne, lumière sur une tragédie, Flammarion, 2003, p.126</span>  <span class="source">Ibid. p.185</span>  <span class="source">Folio, 2006, pp.80-84.</span>  <span class="source">Ouvrage collectif du Comité Vérité et Justice pour Charonne, <i>Un crime d’Etat, métro Charonne, 8 février 1962, le Temps des cerises, 2017</span>	08/02/1962	http://medias.liberation.Fr/photo/1197686-000_arp2812067.jpg?modified_at=1550773331	Des Algériens arrêtés  le 17 octobre 1961 et emmenés par la policeen direction des centres de tri, à Vincennes, au Palais des Sports ou au stade de Coubertin. (Photo AFP) 	manifestation	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
54	oui	OK	ok	Atelier RATP de Championnet	34, rue Championnet	Paris	18	48.895581	2.349560	oui	Créé en&nbsp;1882, cet atelier de maintenance de bus et de métro est l’un des plus importants de la&nbsp;CMP, ancêtre de la&nbsp;RATP. Entre&nbsp;1925 et&nbsp;1938, <span data-source="1">2&nbsp;000&nbsp;ouvriers y travaillent et construisent, notamment, de&nbsp;A à&nbsp;Z les célèbres autobus&nbsp;TN4 et&nbsp;TN6, avec les plateformes arrières et la carrosserie en bois</span>. Ils ne seront plus qu’un millier en&nbsp;1970, tous des hommes. Une majorité d’entre eux sont <span data-source="2">encartés ou sympathisants du&nbsp;PCF</span> et/ou <span data-source="3">de la&nbsp;CGT</span>. Entre&nbsp;1968 et&nbsp;1972, le temps de travail hebdomadaire à l’atelier passe de&nbsp;45 à 40&nbsp;heures. L’atelier a été en grande partie détruit <span data-source="4">en&nbsp;1944 par des bombardements</span>. Championnet est toujours en activité.	<span class="source">Robert Kosmann, «Championnet, un atelier RATP (pas) comme les autres», dans Métro, dépôt, réseaux, territoires et personnels des transports parisiens au XXe siècle, sous la direction de Noëlle Géröme et Michel Margairaz, Publications de la Sorbonne, 2002, p.144.</span>  <span class="source">Ibid., p.154</span>  <span class="source">Elisabeth Collin, «Actions et revendications des ouvriers des ateliers du métropolitain dans les années 50», op.cit., p.159</span>  <span class="source">Ibid., p.146</span>	1882 - 1980			usine	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
55	oui	OK	ok	Fabrique Leroy	178, rue Lafayette	Paris	10	48.880485	2.361810	rehab	Manufacture de papiers peints construite dans les années&nbsp;1840 puis reconstruite sous sa forme actuelle en&nbsp;1903, la fabrique Leroy <i>«fut à la fin du XIX<sup>e</sup>&nbsp;siècle la plus importante usine de papiers peints de Paris et le plus gros employeur du&nbsp;X<sup>e</sup>&nbsp;arrondissement»,</i><span data-source="1"> selon l'historienne Virginie Lacour</span>. 400&nbsp;ouvriers travaillent dans l'usine en&nbsp;1880. La fabrique <span data-source="2">déménage en&nbsp;1919 à Saint-Fargeau-Ponthierry (Seine-et-Marne) après son expropriation par la Compagnie des chemins de fer de l'Est</span>, qui utilise le bâtiment pendant plusieurs décennies. Le lieu abrite aujourd'hui des assos, dont l’Association pour l’histoire des chemins de fer en France.	<span class="source">Virginie Lacour, «L’ancienne usine génératrice de la manufacture de papiers peints Isidore Leroy 13, rue du Château-Landon, Paris», <i>Revue d’histoire des chemins de fer</i>, N°40, 2009, 2011, http://journals.openedition.org/rhcf/748</span>  <span class="source">Ibidem.</span>	1840 - 1980			usine	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
56	oui	OK	ok	Réunions politiques dans la salle Sargeot	169, rue Saint-Charles	Paris	15	48.841815	2.281510	rehab	Une salle de réunion est construite à l'arrière d'un débit de boisson appartenant à un certain Louis Morenne en&nbsp;1896. Elle sera baptisée salle Sargeot lors d'un changement de propriétaire au tournant des années&nbsp;10. De nombreuses réunions, notamment de la&nbsp;SFIO, ont lieu jusqu'au début de la Seconde Guerre mondiale. Vincent Auriol et Léo Lagrange y interviennent par exemple en février&nbsp;1936. Des organisations sportives utilisent aussi cette salle, et elle sert même de vestiaire lors du <span data-source="1">challenge Aubriot, organisé par le Club athlétique socialiste</span>, le 15&nbsp;novembre&nbsp;1913, dont le départ se déroule devant les locaux de l'Avenir social au&nbsp;70,&nbsp;rue Sébastien Mercier. Quelques jours avant le début de la Seconde Guerre mondiale, une réunion des ouvriers communistes allemands de l'usine Citröen est interdite au dernier moment par la police. Le patron du débit de boisson a collé une affiche «PAS DE REUNION» mais <i>«à partir de&nbsp;18h15, une vingtaine de personnes se sont présentées à cette adresse et sont rentrées dans la salle du débit où elles ont consommé»,</i> selon <span data-source="2">une note de la police</span>. Toujours selon ce document sont au menu des discussions&nbsp;: la saisie plus tôt dans la journée du journal <i>Ce soir</i>, à l'instar de <i>l'Humanité</i> et d'autres médias communistes, ainsi que la signature, deux jours auparavant, du pacte germano-soviétique approuvée par la vingtaine de militants présents. La réunion prend fin vers&nbsp;19&nbsp;heures.	<span class="source">l'Humanité, 14 septembre 1913https://gallica.bnf.fr/ark:/12148/bpt6k253587c</span>  <span class="source">Archives de la police, carton 221 W 8</span>	1896 - 1940			manifestation	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
57	oui	OK	ok	Manifestation des ouvriers lorrains du 23 mars 1979	8, place de l'Opéra	Paris	09	48.870980	2.332697	oui	Le&nbsp;23&nbsp;mars&nbsp;1979, la&nbsp;CGT organise une manifestation en faveur des sidérurgistes lorrains en proie aux licenciements. Parti de République, le rassemblement dégénère, les vitrines de boutiques de luxe sont brisées et les dizaines de milliers de manifestants se dispersent dans le chaos. Le gouvernement et certains médias instrumentaliseront la casse mais, très vite, des témoignages affluent pour condamner l'attitude de la police. Claude Picant, journaliste à <i>l'Humanité,</i> <span data-source="1">signale par exemple</span> un homme arrêté par le service d'ordre&nbsp;(SO) de la&nbsp;CGT alors qu'il <i>«jetait des pierres sur les policiers […]. Et, surprise, on découvre que c'est un policier du nom de Gérard Le&nbsp;Xuan».</i> Il dit avoir été molesté par le&nbsp;SO de la&nbsp;CGT. Le&nbsp;Xuan fait partie des 490&nbsp;policiers en civil à avoir sillonné la manif. Dans <span data-source="2">un article qui s'intéresse aux ouvriers de Denain et Longwy</span>, Xavier Vigna précise, malgré tout, que </i>«si des provocations policières et les exactions des autonomes sont attestées, il est clair que des sidérurgistes ont également participé aux affrontements».</i> Quelques mois après la manifestation, des dizaines de milliers de salariés seront mis en préretraite ou licenciés.	<span class="source">Claude Picant, <i>le 23 mars 1979, une provocation politique,</i> éditions Jean Picollec, 1981, p.23</span>  <span class="source">Xavier Vigna, «Les ouvriers de Denain et de Longwy face aux licenciements (1978-1979)», <i>Vingtième Siècle,</i> 2004, N°84, p.129-137. https://www.cairn.info/revue-vingtieme-siecle-revue-d-histoire-2004-4.htm-page-129.htm</span>	23/03/1979	http://medias.liberation.fr/photo/1197695-france-steel-company-longwy-conflict.jpg?modified_at=1550773601	Devant la gare de l'Est lors des manifs des métallurgistes lorrains le 23 mars 1979. (Photo AFP)	manifestation	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>		Regarder le documentaire vidéo sur cette journée, hébergé sur Ciné-archives :	https://www.cinearchives.org/Catalogue-d-exploitation-494-348-0-0.html																		
58	oui	OK	ok	Cité Napoléon	58-60, rue Rochechouart	Paris	09	48.880694	2.346545	oui	La Cité Napoléon fait figure d'ancêtre contesté des logements ouvriers parisiens. Influencé par les <span data-source="1">travaux de l'architecte anglais Henry Roberts</span> et lancé par le président de la République et futur empereur Louis-Napoléon Bonaparte, le lotissement propose des appartements avec une ou deux chambres et une cuisine. Le lieu dispose aussi d'un lavoir collectif. Le journaliste <span data-person="charles-fourier">fouriériste<span data-source="2"></span></span> Victor Meunier donne d'autres infos dans <span data-source="3">son livre <i>les Cités ouvrières</i> (1849)</span>&nbsp;: <i>«Au rez-de-chaussée sont des magasins&nbsp;; des ateliers, où les ouvriers qui travaillent en chambre se livreront à leurs occupations, sans que la propreté de leur logement ait à en souffrir&nbsp;; enfin des boutiques où les ménagères pourront, sans sortir de leur maison, faire emplette de toutes les choses nécessaires à la vie. […] Chaque cité approvisionne ses habitants d'eau froide et d'eau chaude, le tout au même prix que les médicaments</i> [la pharmacie hébergée dans la cité, qui n'avait pas à payer de loyer, devait en échange fournir gratuitement les médicaments, ndlr].» Les premiers habitants, qui emménagent à partir de mars&nbsp;1851, sont assujettis à un <span data-source="4">règlement intérieur très strict</span> <i>«pour sauvegarder l'ordre, la propreté, l'hygiène et la morale».</i> Le projet comme le bâtiment seront <span data-source="5">immédiatement critiqués et comparés à une caserne</span> mais aussi la volonté de mélanger les classes sociales sans avoir réfléchi aux écueils&nbsp;: <i>«Inaccessible aux budgets ouvriers, une importante partie des logements est donc vouée à la vacance car il est inconcevable qu'une population petite-bourgeoise envisage de cohabiter avec une population ouvrière&nbsp;; et cela compromet totalement l'équilibrage financier de l'opération»,</i> basé sur une grande partie de capitaux privés, <span data-source="6">expliquent les historiens Jean Taricat et Martine Villars</span>. Inscrite aux momuments historiques, elle reste malgré les échecs l'une des premières cités ouvrières de l'histoire. Le prix du m² dans la parcelle dépasse aujourd'hui les 10&nbsp;000&nbsp;euros.	<span class="source">Catherine Bruant, <i>la Cité Napoléon, une expérience controversée de logements ouvriers à Paris,</i> LéaV, 2011, pp.12-14.</span>  <span class="source">Mot faisant référence à la doctrine inspirée des idées de Charles Fourier : http://maitron-en-ligne.univ-paris1.fr/spip.php?article31116</span>  <span class="source">Jean Taricat et Martine Villars,  <i>le Logement à bon marché, chronique : Paris 1850-1930,</i> éditions Apogée, 1982 pp.60-61.</span>  <span class="source">Poulain, «Rapport sur les habitations ouvrières à l'Exposition universelle», Bulletin de la société industrielle de Reims, tome 5, n°28, 1868, p.419, cité dans Catherine Bruant, op.cité., p.47.</span>  <span class="source">Florence Bourillon, «Les expérimentations parisiennes en matière de logement populaire collectif de 1850 à 1894», <i>Revue du Nord,</i> 2008, n° 374, p.77-93 : https://www.cairn.info/revue-du-nord-2008-1-page-77.htm</span>  <span class="source">Jean Taricat et Martine Villars, op.cité., p.63.</span>	1849 - 1980	photo		quotidien	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
59	oui	OK	ok	Les Fermiers réunis	44, rue Louis Blanc	Paris	10	48.881849	2.363925	oui	L'approvisionnement en lait a longtemps été problématique dans la capitale. Cette denrée a surtout été réservée aux nourissons et aux plus riches&nbsp;: <i>«Des "ramasseurs" allaient chercher le lait auprès des éleveurs dans un rayon de&nbsp;10 à 15&nbsp;kilomètres autour de la capitale&nbsp;; celui-ci était ensuite distribué à domicile ou débité dans les "dépôts" et les "crémiers"»,</i> <span data-source="1">décrit l'historien François Vatin</span>. L'arrivée du chemin de fer va tout changer. Les deux premières «messageries laitières», en charge de réceptionner les trains transportant le lait, sont créées dans les gares de Chevaleret (28,&nbsp;rue du Chevaleret) et du Vouillé-Montparnasse (72-74,&nbsp;rue de Vouillé) –&nbsp;<span data-source="2">le transport ferroviaire du lait péréclitera après-guerre au profit du routier.</span> Une société va tenir une situation de quasi monopole de&nbsp;1882 aux années&nbsp;60&nbsp;: la Société anonyme des fermiers réunis, ou les Fermiers réunis. En&nbsp;1913, elle réalise <span data-source="3">les deux tiers de l'approvisionnement total en lait à Paris</span>. En&nbsp;1935, elle <span data-source="4"><i>«ramasse 200&nbsp;000&nbsp;litres de lait par jour, dans un rayon de 350&nbsp;km autour de Paris».</i></span>  En&nbsp;1965, elle fait travailler 5&nbsp;600&nbsp;salariés et posséde plusieurs dépôts dans Paris et dans ses banlieues, des lieux qui permettent de stocker le lait avant que les détaillants ne viennent le récupérer. La société se désagrège dans les années&nbsp;70 avant de disparaître en&nbsp;2001.	<span class="source">François Vatin, le Lait et la raison marchande, essai de sociologie économique, Presses universitaires de Rennes, 1996, p.43.</span>  <span class="source">Olivier Fanica, le Lait, la Vache et le Citadin, éditions Quae, 2008, p.381.</span>  <span class="source">Ibid., p.52.</span>  <span class="source">Ibid., p.434.</span>	1882 - 1980			quotidien	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
60	oui	OK	ok	Premier siège du journal «l'Egalité»	25, boulevard Saint-Michel	Paris	05	48.850300	2.342912	non	Le 18&nbsp;novembre&nbsp;1877 sort le premier numéro du journal fondé par <span data-link="52">Jules Guesde</span>, <i>l'Egalité</i>. La rédaction se réunit tout d'abord au café Soufflet, à <span data-source="1"> l'angle du boulevard Saint-Michel et de la rue des Ecoles, où se trouve aujourd'hui un magasin Pimkie</span>. <span data-source="2">Pour l'historien Jean-Numa Ducange, auteur d'une biographie de référence du futur leader de la&nbsp;SFIO, ce journal est <i>«l'un des titres de gloire de Guesde, contribuant à sa réputation puis à sa légende&nbsp;: il a fondé le premier journal ouvrier socialiste imprégné des théories marxistes, alors désignées comme collectivistes sur le sol français».</i> <span data-source="3">Pour l'historienne Michelle Perrot</span>, l'une des choses marquantes dans la ligne éditoriale est <i>«l'imposante surface du journal réservée au mouvement ouvrier étranger, […] une volonté d'internationalisme qui est dès l'origine la marque des guesdistes».</i> Avant de devenir l'un des plus précieux alliés intellectuels de Guesde, le gendre du philosophe allemand, Paul Lafargue, y <span data-source="4">écrit à partir de&nbsp;1880</span>. Subissant plusieurs interdictions, le journal déménage plusieurs fois et se nomme à partir de&nbsp;1885 <i>le Socialiste. L'Egalité</i> disparaît en&nbsp;1923.	<span class="source">Le très bien renseigné site de Philippe Boisseau, Paris Révolutionnaire, le situe à l'angle du boulevard Saint-Michel et de la rue Somerard, à la place du Naf-Naf.</span>  <span class="source">Jean-Numa Ducange, <i>Jules Guesde, l'anti-Jaurès ?,</i> Armand Collin, 2017, p.25.</span>  <span class="source">Michelle Perrot, «Le Premier journal marxıste français: "l'Egalité" de Jules Guesde (1877-1883).» <i>l'Actualité de l'histoire, n°28, 1959, p.9 : www.jstor.org/stable/3776827.</span>  <span class="source">Ibidem.</span>	1877 - 1923			journal	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
61	oui	OK	ok	Maison Eugène Napoléon	rue du faubourg Saint-Antoine	Paris	12	48.848244	2.390437	oui	En&nbsp;1853, le conseil municipal de Paris fait voter <i>«l'achat d'un collier de diamants comme cadeau de noces de "la capitale pour sa future impératrice"»,<i> Eugénie de&nbsp;Montijo, femme de Napoléon&nbsp;III. Cette dernière <span data-source="1">refuse et demande que la somme de 600&nbsp;000&nbsp;francs, prévus à cet effet, soit utilisée pour la construction d'un orphelinat sur un ancien marché à fourrages. Le nom prend celui du fils d'Eugénie et Napoléon&nbsp;III, qui naît peu de temps avant l'inauguration. 300&nbsp;filles y sont admises entre&nbsp;8 et 12&nbsp;ans et y restent jusqu'à leur majorité. Au vu du prix plutôt élevé pour l'admission –&nbsp;qui peut être payée par un «bienfaiteur»&nbsp;–, <i>«l'établissement ressemble plus à un ophelinat de jeunes filles de moyenne condition, plutôt qu'à un établissement pour enfants pauvres»</i> explique l'historienne Danielle Laplaige <span data-source="2">dans sa thèse sur l'enfance orpheline à Paris</span> . </i>«Les élèves, selon leurs aptitudes et leur choix, sont réparties entre cinq ateliers (lingerie fine et travaux de dentelles&nbsp;; blanchissage, raccommodage et repassage perfectionnés&nbsp;; confection pour dames et enfants&nbsp;; fabrication de fleurs artificielles&nbsp;; passementerie et broderie en or et en soie pour les couvents et les églises). A leur sortie, les jeunes trouveront des places qualifiées dans toutes ces branches et échapperont donc à la condition de domestique.»</i> Ce qui montre que, malgré l'origine sociale de certaines filles, parfois aisée, elles auraient pu être destinées à un métier dévolu aux classes populaires. Le député de la Seine Louis Véron <span data-source="3">détaille le menu réservé aux filles en&nbsp;1860</span>&nbsp;: <i>«A 6&nbsp;heures et&nbsp;demi du matin, soupe au pain, riz ou vermicelle. A midi&nbsp;: soupe, viande braisée, en ragoût ou rôtie, et légumes. A 19&nbsp;heures&nbsp;: viandes et légumes, eau rougie, fruits ou confiture. [Et aussi] il se fait tous les matins une abondante consommation d'huile de foie de morue et de vin antiscorbutique.»</i> Aujourd'hui, le lieu abrite surtout des écoles.	<span class="source">Dans son petit livre <i>les Théâtres à Paris, de 1806 à 1860, </i> (Bourdilliat, 1860, p.68), le député de la Seine Louis Véron explique que «cela un grand émoi parmi les joalliers; déjà on se mettait en quête des plus grosses pierres, des diamants de première eau».</i></span>  <span class="source">Danielle Laplaige, «Paris et sans famille : les solutions apportées à l'enfance orpheline et abandonnée du département de la Seine de 1793 à 1869 par la charité privée et l'Assistance publique», Paris-VII, 1983. Existe en version plus courte aux éditions du Centurion.</span>  <span class="source">Louis Véron, op. cité, p.78.</span>	1856 - 1980			quotidien	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
63	oui	OK	ok	Mort du personnage balzacien Michel Chrestien	Rue du Cloître-Saint-Merri	Paris	04	48.859114	2.351222	oui	C’est au cloître Saint-Merry, près de la rue du même nom, l’un des hauts lieux des journées insurrectionnelles de juin&nbsp;1832 contre le roi <span data-person="louis-philippe">Louis-Philippe</span>, que Balzac fait mourir Michel Chrestien dans les <i>Illusions perdues</i>. Ce <i>«républicain d’une haute portée qui rêvait la fédération de l’Europe et qui fut en&nbsp;1830 pour beaucoup dans le mouvement moral des <span data-link="24">saint-simoniens<span data-person="saint-simon"></span></span>»</i> est <span data-source="1">un personnage fictif secondaire du roman</span>, mais fait figure de <i>«grand homme politique inconnu»,</i> fidèle à ses idéaux et à son cénacle. On ne le voit pas mourir puisque le roman se déroule avant l’insurrection. Mais Balzac se projette dans l’avenir&nbsp;: <i>«Quand, en&nbsp;1832, [Michel Chrestien] succomba, Horace Bianchon, Daniel d’Arthez, Léon Giraud, Joseph Bridau, Fulgence Ridal allèrent, malgré le péril de la démarche, retirer son corps à Saint-Merry, pour lui rendre les derniers devoirs à la face brûlante de la Politique. Ils accompagnèrent ces restes chéris jusqu’au cimetière du Père Lachaise pendant la nuit.»</i> Le personnage Michel Chrestien repose dans une <i>«tombe de gazon surmontée d’une croix en bois noir sur laquelle sont gravées en lettres rouges»</i> son prénom et son nom.	<span class="source">Honoré de Balzac, <i>la Comédie humaine</i>, tome V, p.320.</span>	1832			revolution	<a href="https://www.liberation.fr/auteur/4650-frederique-fanchette">Frédérique Fanchette</a>																					
64	oui	OK	ok	Massacre de la rue Transnonain	12, rue Transnonin	Paris	03	48.863308	2.354815	non	Une lithographie d’Honoré Daumier, <i>le Massacre de la rue Transnonain,</i> a permis de ne pas oublier ce drame, qui ensanglanta une nouvelle fois le règne de <span data-person="louis-philippe">Louis-Philippe</span> et qui contribua à accroître le ressentiment populaire à son égard. 14&nbsp;avril&nbsp;1834&nbsp;:  près de quatre&nbsp;ans se sont écoulés depuis la révolution qui mit sur le trône le «roi bourgeois», et près de deux&nbsp;ans depuis les journées insurrectionnelles de juin&nbsp;1832 qui firent un grand nombre de morts dont <span data-link="65">le «vrai» Gavroche immortalisé par Victor Hugo</span>. Ce jour d’avril, un capitaine d’infanterie aurait été tué par un tir effectué d’une fenêtre du 12,&nbsp;rue Transnonain, situé près d’une barricade. Une version officielle <span data-source="1">mise en doute lors du procès des insurgés en&nbsp;1835</span>. La veille, le&nbsp;13&nbsp;avril, plusieurs barrages avaient été édifiés dans les rues après l’arrestation de 150&nbsp;républicains. Les militaires vont s’attaquer aux habitants du&nbsp;12 sans distinction, hommes, femmes, enfants, faisant douze&nbsp;morts et de nombreux blessés. La gravure de Daumier, d’un réalisme saisissant, montre trois victimes, un gros homme en chemise de nuit abattu au pied de son lit, un bébé dont on devine le corps sous celui de l’adulte, et un vieillard. La rue Transnonain a été absorbée par la rue Beaubourg. Le 12,&nbsp;rue Transnonain, qui n’existe plus aujourd’hui, se trouve aujourd'hui au niveau du 62-66,&nbsp;rue Beaubourg.	<span class="source">Maïté Bouyssy, «1834, la tuerie de la rue Transnonain», dans la revue <i>Histoire</i>, 2014, p.80 : https://www.cairn.info/magazine-l-histoire-2014-5-page-80.htm?contenu=article</span>	1834			revolution	<a href="https://www.liberation.fr/auteur/4650-frederique-fanchette">Frédérique Fanchette</a>																					
65	oui	OK	ok	Barricade de la Chanvrerie en juin 1832	Rue de la Chanvrerie	Paris	01	48.862549	2.347950	rehab	Rue de la Chanvrerie, 6&nbsp;juin&nbsp;1832&nbsp;: Gavroche meurt en chantant près d’une des trois grandes barricades de ces journées insurrectionnelles. Dans <span data-source="1"><i>les Misérables,</i></span>, Victor Hugo décrit sur deux&nbsp;cents&nbsp;pages l’atmosphère d’émeutes ainsi que les combats auxquels participent ses héros de roman&nbsp;: Marius, l’amoureux de Cosette, ses camarades Enjolras, Combeferre, Courfeyrac, Prouvaire… La barricade de la rue de la Chanvrerie a bien existé. Cette petite voie qui donnait dans la rue Saint-Denis a été «mangée» par la rue Rambuteau. Deux ans après février&nbsp;1830, qui vit la chute de Charles&nbsp;X, le frère de Louis&nbsp;XVI, au profit de Louis-Philippe, l’agitation populaire cristallisée par les funérailles du général Lamarque ne fait pas basculer de son côté les gardes nationaux. Le mouvement est rapidement réprimé. La barricade avait comme base arrière un café, chez Corinthe, qui dans le roman de Victor Hugo sert pour soigner les blessés et tenir prisonnier le «flic» Javert. <span data-source="2">D’après Jacques Hillairet</span>, le Détour, café à l’angle des rues Rambuteau et Mondétour, serait le successeur du cabaret et quartier général des insurgés.	<span class="source">Victor Hugo, <i>les Miésrables,</i> La Pléiade, 1862, p.1072.</span>  <span class="source">Jacques Hillairet, <i>Dictionnaire historique des rues de Paris,</i> éditions de Minuit, 1963.</span>	06/06/1832	photo 		revolution	<a href="https://www.liberation.fr/auteur/4650-frederique-fanchette">Frédérique Fanchette</a>																					
